"Statutaire naam";"Handelsnaam";"Plaats";"Land"
"Meliorbanca S.p.A.";"Meliorbanca S.p.A.";"MILAN0";"Italië"
"Meltemi Investment Management Limited";"Meltemi Investment Management Limited";"LONDON";"Verenigd Koninkrijk"
"Mercer Global Investments Europe Limited";"Mercer Global Investments Europe Limited";"Dublin";"Ierland"
"Mercer Limited";"Mercer Limited";"LONDON";"Verenigd Koninkrijk"
"Mercuria Europe Trading Limited";"Mercuria Europe Trading Limited";"";"Verenigd Koninkrijk"
"Mercurius Vermogensbeheer B.V.";"Junior Beleggen, Mercurius Vermogensbeheer B.V.";"'s-Gravenhage";"Nederland"
"Mercury Advisory Limited";"Mercury Advisory Limited";"London ";""
"Mercury Capital Advisors LLP";"Mercury Capital Advisors LLP";"LONDON";"Verenigd Koninkrijk"
"Merian Global Investors (UK) Limited";"Merian Global Investors (UK) Limited";"LONDON";"Verenigd Koninkrijk"
"Merit Capital NV";"Merit Capital NV";"BERCHEM";"België"
"MeritKapital Ltd";"MeritKapital Ltd";"LIMASSOL";"Cyprus"
"MeritKapital UK Limited";"MeritKapital UK Limited";"";""
"Merlin Financial Consultants Ltd.";"Merlin Financial Consultants Ltd.";"LONDON";"Verenigd Koninkrijk"
"Merlin Partners LLP";"Merlin Partners LLP";"LONDON";"Verenigd Koninkrijk"
"Merpa 108 Intermediarios Financieros S.L.";"Merpa 108 Intermediarios Financieros S.L.";"Madrid";"Spanje"
"Merrill Lynch Commodities (Europe) Ltd";"Merrill Lynch Commodities (Europe) Ltd";"LONDON";"Verenigd Koninkrijk"
"Merrill Lynch International";"Merrill Lynch International";"LONDON";"Verenigd Koninkrijk"
"Merrill Lynch, Pierce, Fenner & Smith SAS";"Merrill Lynch, Pierce, Fenner & Smith SAS";"Paris Cedex 16";"Frankrijk"
"Mesirow Financial International UK Limited";"Mesirow Financial International UK Limited";"LONDON";"Verenigd Koninkrijk"
"Messels Limited";"Messels Limited";"Godalming";"Verenigd Koninkrijk"
"MET Asset Management UK LLP";"MET Asset Management UK LLP";"LONDON";"Verenigd Koninkrijk"
"MET Facilities LLP";"MET Facilities LLP";"";""
"Meteor Asset Management Limited";"Meteor Asset Management Limited";"LONDON";"Verenigd Koninkrijk"
"Methexis Capital Advisors LLP";"Methexis Capital Advisors LLP";"London";"Verenigd Koninkrijk"
"MetLife Investment Management Limited";"MetLife Investment Management Limited";"London";""
"Metzler Asset Management GMBH";"Metzler Asset Management GMBH";"FRANKFURT AM MAIN";"Duitsland"
"Mexem Ltd";"Mexem Ltd";"Limassol";"Cyprus"
"MF Global Inc.";"MF Global Inc.";"NEW YORK";"Verenigde Staten"
"MF Global UK Limited";"MF Global UK Limited";"LONDON";"Verenigd Koninkrijk"
"MF-Capital GmbH";"MF-Capital GmbH";"Munchen";""
"MFEX Mutual Funds Exchange AB";"MFEX Mutual Funds Exchange AB";"STOCKHOLM";"Zweden"
"MFS International (UK) Limited";"MFS International (UK) Limited";"LONDON";"Verenigd Koninkrijk"
"MGB Capital Limited";"MGB Capital Limited";"London";""
"MGI B.V.";"MGI B.V.";"Naarden";"Nederland"
"MGW Gesellschaft für Geld- und Wertpaiervermittlung mbH";"MGW Gesellschaft für Geld- und Wertpaiervermittlung mbH";"Oberhaching";"Duitsland"
"MGW Limited";"MGW Limited";"GLASGOW - LANARKSHIRE";"Verenigd Koninkrijk"
"Michael Davey Financial Management Limited";"Michael Davey Financial Management Limited";"LONDON";"Verenigd Koninkrijk"
"Michael Robinson Associates";"Michael Robinson Associates";"BAGSHOT - SURREY";"Verenigd Koninkrijk"
"Middlefield International Ltd";"Middlefield International Ltd";"LONDON";"Verenigd Koninkrijk"
"Midmar Capital LLP";"Midmar Capital LLP";"London";"Verenigd Koninkrijk"
"MIJN Effecten B.V.";"MIJN Effecten B.V.";"Purmerend";"Nederland"
"Millburn International (Europe) LLP";"Millburn International (Europe) LLP";"London";"Verenigd Koninkrijk"
"Millennium Capital Partners LLP";"Millennium Capital Partners LLP";"";""
"Millennium Europe Ltd";"Millennium Europe Ltd";"London";""
"Milliman Financial Strategies Limited";"Milliman Financial Strategies Limited";"LONDON";"Verenigd Koninkrijk"
"Millington Advisory Partners Ltd";"Millington Advisory Partners Ltd";"LONDON";"Verenigd Koninkrijk"
"Milltrust International LLP";"Milltrust International LLP";"LONDON";"Verenigd Koninkrijk"
"MIM3 SA Luxembourg";"MIM3 SA Luxembourg";"Luxembourg";"Luxemburg"
"Mint Financial (UK) Limited";"Mint Financial (UK) Limited";"LONDON";"Verenigd Koninkrijk"
"Mio Partners (EU) Limted";"Mio Partners (EU) Limted";"LONDON";"Verenigd Koninkrijk"
"Mirabaud securities Holdings Limited";"Mirabaud securities Holdings Limited";"London";"Verenigd Koninkrijk"
"Mirabella Advisers LLP";"Mirabella Advisers LLP";"London";"Verenigd Koninkrijk"
"Mirabella Malta Advisers Limited";"Mirabella Malta Advisers Limited";"Sliema";""
"Mirae Asset Global Investments (UK) Ltd";"Mirae Asset Global Investments (UK) Ltd";"LONDON";"Verenigd Koninkrijk"
"Mitsubishi UFJ Asset Management (UK) Ltd";"Mitsubishi UFJ Asset Management (UK) Ltd";"LONDON";"Verenigd Koninkrijk"
"Mitsubishi UFJ Trust International Ltd";"Mitsubishi UFJ Trust International Ltd";"LONDON";"Verenigd Koninkrijk"
"Mitsui & Co. Commodity Risk Management Limited";"Mitsui & Co. Commodity Risk Management Limited";"LONDON";"Verenigd Koninkrijk"
"Mitsui Bussan Commodities Ltd.";"Mitsui Bussan Commodities Ltd.";"LONDON";"Verenigd Koninkrijk"
"Mizuho Bank Europe N.V.";"Mizuho Bank Europe N.V., Dai-ichi Kangyo Bank Europe N.V.";"Amsterdam";"Nederland"
"Mizuho International Plc";"Mizuho International Plc";"LONDON";"Verenigd Koninkrijk"
"Mizuho Securities Europe GmbH";"Mizuho Securities Europe GmbH";"Frankfurt am Main";""
"Mizuho Securities USA LLC";"Mizuho Securities USA LLC";"NEW YORK";"Verenigde Staten"
"MJ Hudson Advisors Limited";"MJ Hudson Advisors Limited";"London";""
"ML Capital Ltd";"ML Capital Ltd";"LONDON";"Verenigd Koninkrijk"
"MMC securities (Europe) Limited";"MMC securities (Europe) Limited";"London";""
"MMX Trading B.V.";"MMX Trading B.V.";"Amsterdam";"Nederland"
"Mn Services Vermogensbeheer B.V.";"Mn Services Vermogensbeheer B.V.";"'s-Gravenhage";"Nederland"
"Mod Capital UK Limited";"Mod Capital UK Limited";"London";""
"Molineaux Investment Services LLP";"Molineaux Investment Services LLP";"BECCLES - SUFFOLK";"Verenigd Koninkrijk"
"Momentum Global Investment Management Limited";"Momentum Global Investment Management Limited";"LONDON";"Verenigd Koninkrijk"
"Monecor (London) Ltd";"Sharewatch, Bet3000CFD, BET3000CFDS, Monecor (London) Ltd";"LONDON";"Verenigd Koninkrijk"
"Monex Europe Markets Limited";"Monex Europe Markets Limited";"London";"Verenigd Koninkrijk"
"Money Markets International Limited";"Money Markets International Limited";"DUBLIN 2";"Ierland"
"Moneycorp Financial Risk Management Limited";"Moneycorp Financial Risk Management Limited";"LONDON";"Verenigd Koninkrijk"
"Moneytime Tree Financial Services Limited";"Moneytime Tree Financial Services Limited";"";""
"Monsas Limited";"Monsas Limited";"";""
"Montague Place Custody Services";"Montague Place Custody Services";"LONDON";"Verenigd Koninkrijk"
"Montfort International Limited";"Montfort International Limited";"Albury";"Verenigd Koninkrijk"
"Montreaux Capital Management (UK) Limited";"Montreaux Capital Management (UK) Limited";"Molesey Surrey";""
"Monument Group Europe LLP";"Monument Group Europe LLP";"London";"Verenigd Koninkrijk"
"Monument Securities Ltd";"Monument Securities Ltd";"LONDON";"Verenigd Koninkrijk"
"Moonfare GmbH";"Moonfare GmbH";"Berlijn";""
"Moor Park Capital Partners LLP";"Moor Park Capital Partners LLP";"LONDON";"Verenigd Koninkrijk"
"Mooreland Partners LLP";"Mooreland Partners LLP";"LONDON";"Verenigd Koninkrijk"
"Moorgate Capital Group Ltd";"Moorgate Capital Group Ltd";"LONDON";"Verenigd Koninkrijk"
"Morfitt & Turnbull (MS) Ltd";"Morfitt & Turnbull (MS) Ltd";"KNUTSFORD - CHESHIRE";"Verenigd Koninkrijk"
"Morgan Capital Advisors LLP";"Morgan Capital Advisors LLP";"LONDON";"Verenigd Koninkrijk"
"Morgan Stanley & Co International plc";"Morgan Stanley & Co International plc";"LONDON";"Verenigd Koninkrijk"
"Morgan Stanley Bank AG";"Morgan Stanley Bank AG";"FRANKFURT AM MAIN";"Duitsland"
"Morgan Stanley Bank International Limited";"Morgan Stanley Bank International Limited";"LONDON";"Verenigd Koninkrijk"
"Morgan Stanley Europe SE";"Morgan Stanley Europe SE";"Frankfurt";""
"MORGAN STANLEY FRANCE ";"MORGAN STANLEY FRANCE";"Parijs";""
"Morgan Stanley Investment  Management Ltd";"Morgan Stanley Investment  Management Ltd, Morgan Stanley Investment Management Ltd";"LONDON";"Verenigd Koninkrijk"
"Morgan Stanley Investment Management (Ireland) Limited";"Morgan Stanley Investment Management (Ireland) Limited";"Dublin";""
"Morningstar Investment Management Europe Limited";"Morningstar Investment Management Europe Limited";"LONDON";"Verenigd Koninkrijk"
"Morton-Wilson Associates Limited";"Morton-Wilson Associates Limited";"BRIDGNORTH";"Verenigd Koninkrijk"
"MOSAIC FINANCE";"MOSAIC FINANCE";"PARIS";"Frankrijk"
"Mount Abu Capital Limited";"Mount Abu Capital Limited";"London";"Verenigd Koninkrijk"
"Mount Nico Corp Ltd";"Mount Nico Corp Ltd";"";""
"Mount Sterling Wealth Limited";"Mount Sterling Wealth Limited";"ESRICK, YORK, NORTH YORKSHIRE";"Verenigd Koninkrijk"
"Mount Street Portfolio Advisors GmbH";"Mount Street Portfolio Advisors GmbH";"Dusseldorf";""
"Mourant & Co Capital Trustees Ltd";"Mourant & Co Capital Trustees Ltd";"CROYDON";"Verenigd Koninkrijk"
"Moventum S.C.A.";"Moventum S.C.A.";"LUXEMBOURG";"Luxemburg"
"Mpartners B.V.";"Mpartners B.V.";"Amsterdam";"Nederland"
"MPGA (UK) Limited";"MPGA (UK) Limited";"LONDON";"Verenigd Koninkrijk"
"MSD Capital (Europe) LLP";"MSD Capital (Europe) LLP";"LONDON";"Verenigd Koninkrijk"
"MSL Partners LLP";"MSL Partners LLP";"LONDON";"Verenigd Koninkrijk"
"MTS Associated Markets N.V.";"MTS Associated Markets N.V.";"BRUSSELS";"België"
"MTS Deutschland AG";"MTS Deutschland AG";"FRANKFURT AM MAIN";"Duitsland"
"MTS France";"MTS France";"Parijs";""
"MTS S.p.A.";"MTS S.p.A.";"Rome";""
"MUFG Bank (Europe) N.V.";"MUFG Bank (Europe) N.V.";"Amsterdam";"Nederland"
"MUFG Securities (Europe) N.V.";"MUFG Securities (Europe) N.V.";"Amsterdam";"Nederland"
"MUFG Securities EMEA Plc";"MUFG Securities EMEA Plc";"LONDON";"Verenigd Koninkrijk"
"Mulier Capital Ltd";"Mulier Capital Ltd";"LONDON";"Verenigd Koninkrijk"
"Mummert & Company Limited";"Mummert & Company Limited";"London";"Verenigd Koninkrijk"
"Munnik Opties en Futures Trading B.V.";"Munnik Futures & Opties Trading B.V., Munnik Opties en Futures Trading B.V.";"Driebergen-Rijsenburg";"Nederland"
"Mutant Technology Ltd.";"Mutant Technology Ltd.";"LONDON";"Verenigd Koninkrijk"
"Muzinich & Co Limited";"Muzinich & Co Limited";"LONDON";"Verenigd Koninkrijk"
"MVision Private Equity Advisors Limited";"MVision Private Equity Advisors Limited";"LONDON";"Verenigd Koninkrijk"
"My Treasury Limited";"My Treasury Limited";"LONDON";"Verenigd Koninkrijk"
"N M Rothschild & Sons Ltd";"N M Rothschild & Sons Ltd";"London";""
"N.M. Rothschild & Sons Limited";"N.M. Rothschild & Sons Limited";"LONDON";"Verenigd Koninkrijk"
"N.M. Rothschild Europe Partnership";"N.M. Rothschild Europe Partnership";"LONDON";"Verenigd Koninkrijk"
"N.V. De Vereenigde Effecten Compagnie";"N.V. De Vereenigde Effecten Compagnie";"De Rijp";"Nederland"
"NAB Europe Limited";"NAB Europe Limited";"LONDON";"Verenigd Koninkrijk"
"NAGA MARKETS LTD ";"NAGA MARKETS LTD";"";"Cyprus"
"Napier Park Global Capital Ltd";"Napier Park Global Capital Ltd";"LONDON";"Verenigd Koninkrijk"
"Nasdaq Nlx Limited";"Nasdaq Nlx Limited";"London";"Verenigd Koninkrijk"
"Nasdaq Omx Europe Limited";"Nasdaq Omx Europe Limited";"LONDON";"Verenigd Koninkrijk"
"Natexis Capital Marches Primaires";"Natexis Capital Marches Primaires";"PARIS";"Frankrijk"
"Natexis Funding";"Natexis Funding";"PARIS";"Frankrijk"
"National Australia Bank Limited";"National Australia Bank Limited";"DOCKLANDS";"Australië"
"National Securities S.A.";"National Securities S.A.";"Maroussi";"Griekenland"
"Nationale-Nederlanden Bank N.V.";"NN Bank, NN, Brickler, Delta LLoyd Bank, OHRA Bank, Nationale-Nederlanden Bank N.V., Nationale Nederlanden";"'s-Gravenhage";"Nederland"
"Natixis Funding SA";"Natixis Funding SA";"";""
"Natrium Capital Limited";"Natrium Capital Limited";"London";"Verenigd Koninkrijk"
"NatWest Markets N.V.";"NatWest Markets N.V., Buro Romkes Assurantiën, Consultants, RBS, TMC Internaional, TMC Internaional Treasury Management, TMC International, TMC International Treasury Management";"Amsterdam";"Nederland"
"Nau Securities Limited";"Nau Securities Limited";"London";"Verenigd Koninkrijk"
"NAU Securities Limited";"NAU Securities Limited";"LONDON";"Verenigd Koninkrijk"
"Navarino Capital Limited";"Navarino Capital Limited";"LONDON";"Verenigd Koninkrijk"
"Navigant Capital Markets Advisers Ltd";"Navigant Capital Markets Advisers Ltd";"LONDON";"Verenigd Koninkrijk"
"NBC Global Finance Limited";"NBC Global Finance Limited";"";""
"NBH Markets EU Limited";"NBH Markets EU Limited";"Limassol";""
"NBI Investments Ltd";"NBI Investments Ltd";"Limassol";"Cyprus"
"NCAST Trading Ltd";"NCAST Trading Ltd, Optionlondon";"Nicosia";"Cyprus"
"Nederlandsche Betaal&Wissel Maatschappij N.V.";"Nederlandsche Betaal&Wissel Maatschappij N.V.";"Amsterdam";"Nederland"
"Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.";"Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.";"'s-Gravenhage";"Nederland"
"Nederlandse Waterschapsbank N.V.";"Nederlandse Waterschapsbank N.V.";"'s-Gravenhage";"Nederland"
"Negentropy Capital Partners LLP";"Negentropy Capital Partners LLP";"London";"Verenigd Koninkrijk"
"Neifa LLP";"Neifa LLP";"PETERHEAD - ABERDEENSHIRE";"Verenigd Koninkrijk"
"Nemesis Asset Management LLP";"Nemesis Asset Management LLP";"LONDEN";"Verenigd Koninkrijk"
"Neo Capital Markets S.V., S.A.U.";"Neo Capital Markets S.V., S.A.U.";"Barcelona";""
"Nestle Capital Management Ltd";"Nestle Capital Management Ltd";"YORK, NORTH YORKSHIRE";"Verenigd Koninkrijk"
"Netwealth Investments Limited";"Netwealth Investments Limited";"";""
"Neuberger Berman Europe Limited";"Neuberger Berman Europe Limited";"LONDON";"Verenigd Koninkrijk"
"Neuflize Private Assets";"Neuflize Private Assets";"PARIS";"Frankrijk"
"Nevastar Finance Limited";"Nevastar Finance Limited";"LONDON";"Verenigd Koninkrijk"
"New College Capital Ltd";"New College Capital Ltd";"London";"Verenigd Koninkrijk"
"New End Associates Limited";"New End Associates Limited";"London";""
"New England Asset Management Limited";"New England Asset Management Limited";"Dublin";"Ierland"
"New Momentum AV, S.A.";"New Momentum AV, S.A.";"Madrid";""
"New Momentum Consultant EAFI, SL";"New Momentum Consultant EAFI, SL";"";""
"New Rhein (UK) Advisory LLP";"New Rhein (UK) Advisory LLP";"London";""
"Newedge UK Financial Limited";"Newedge UK Financial Limited";"LONDON";"Verenigd Koninkrijk"
"Newlands Capital Limited";"Newlands Capital Limited";"Cornwall";""
"NewShore Partners Limited";"NewShore Partners Limited";"London";"Verenigd Koninkrijk"
"NewSmith Financial Products LLP";"NewSmith Financial Products LLP";"LONDON";"Verenigd Koninkrijk"
"NewSmith Financial Solutions Limited";"NewSmith Financial Solutions Limited";"LONDON";"Verenigd Koninkrijk"
"Newstate Partners LLP";"Newstate Partners LLP";"LONDON";"Verenigd Koninkrijk"
"Nextmarkets Publishing GmbH";"Nextmarkets Publishing GmbH";"Koln";""
"Nextmarkets Trading Limited";"Nextmarkets Trading Limited";"Portomaso, St. Julians";""
"Nfinance Securities";"Nfinance Securities";"PARIS";"Frankrijk"
"NFS Network Financial services Ltd";"NFS Network Financial services Ltd";"Limassol";"Cyprus"
"NFU Mutual Select Investments Limited";"NFU Mutual Select Investments Limited";"London";""
"NFX Capital CY Limited";"NFX Capital CY Limited";"Limassol";"Cyprus"
"NGAM UK Limited";"NGAM UK Limited";"LONDON";"Verenigd Koninkrijk"
"NGEN Capital Ltd";"NGEN Capital Ltd";"";""
"NIBC Bank N.V.";"NIBC Bank N.V., NIBC Bank N.V.";"'s-Gravenhage";"Nederland"
"Nikko Asset Management Europe Ltd";"Nikko Asset Management Europe Ltd";"LONDON";"Verenigd Koninkrijk"
"Nineveh Advisory Ltd";"Nineveh Advisory Ltd";"LONDON";"Verenigd Koninkrijk"
"Nivaura Ltd";"Nivaura Ltd";"London";""
"NLD Asset Management B.V.";"NLD Asset Management B.V.";"'s-Gravenhage";"Nederland"
"NNIP Advisors B.V.";"NNIP Advisors B.V.";"'s-Gravenhage";"Nederland"
"Nobel Vermogensbeheer N.V.";"Nobel Vermogensbeheer N.V.";"Amsterdam";"Nederland"
"Noble Marketing & Trading Limited";"Noble Marketing & Trading Limited";"London";"Verenigd Koninkrijk"
"Noesis B.V.";"Noesis B.V.";"Amstelveen";"Nederland"
"Nolan, Baptist and Bond Independent Financial Advisers";"Nolan, Baptist and Bond Independent Financial Advisers";"NEWCASTLE, STAFFORDSHIRE";"Verenigd Koninkrijk"
"Nomura Asset Management U.K. Ltd";"Nomura Asset Management U.K. Ltd";"LONDON";"Verenigd Koninkrijk"
"Nomura Bank International Plc";"Nomura Bank International Plc";"LONDON";"Verenigd Koninkrijk"
"Nomura Code Securities Limited";"Nomura Code Securities Limited";"LONDON ";"Verenigd Koninkrijk"
"Nomura Corporate Research and Asset Management Inc.";"Nomura Corporate Research and Asset Management Inc.";"New York, NY 10019-7316";"Verenigde Staten"
"Nomura Financial Products Europe GmbH";"Nomura Financial Products Europe GmbH";"Frankfurt";"Duitsland"
"Nomura International Plc";"Nomura International Plc";"LONDON";"Verenigd Koninkrijk"
"Noordam Vermogensbeheer B.V.";"Noordam Vermogensbeheer B.V.";"Baarn";"Nederland"
"Noordnederlands Effektenkantoor B.V.";"Noordnederlands Effektenkantoor B.V., NNEK, Noordnederlands Effektenkantoor, Fondsenplatform";"Groningen";"Nederland"
"NOR Capital Limited";"NOR Capital Limited";"London";""
"Nord Europe Private Bank S.A.";"Nord Europe Private Bank S.A.";"LUXEMBOURG";"Luxemburg"
"Norddeutsche Landesbank Girozentrale";"Nord/LB, Norddeutsche Landesbank Girozentrale";"HANNOVER";"Duitsland"
"Nordea Bank AB (publ)";"Nordea Bank AB, Nordea Bank AB (publ)";"STOCKHOLM";"Zweden"
"Nordea Bank Norge ASA";"Nordea Bank Norge ASA";"OSLO";"Noorwegen"
"Nordea Bank S.A.";"Nordea Bank S.A.";"LUXEMBOURG";"Luxemburg"
"Nordea Investment Management AB";"Nordea Investment Management AB";"STOCKHOLM";"Zweden"
"Nordlux Vermögensmanagement S.A.";"Nordlux Vermögensmanagement S.A.";"Luxembourg";""
"Nordnet Securities Bank AB";"Nordnet Securities Bank AB";"BROMMA";"Zweden"
"North Capital Management Limited";"North Capital Management Limited";"";""
"North Sea Partners LLP";"North Sea Partners LLP";"LONDON";"Verenigd Koninkrijk"
"North Wall Capital (UK) LLP";"North Wall Capital (UK) LLP";"London";"Verenigd Koninkrijk"
"Northern Lights Alternative Advisors";"Northern Lights Alternative Advisors";"LONDON";"Verenigd Koninkrijk"
"Northern Trust Global Investments Limited";"Northern Trust Global Investments Limited";"LONDON";"Verenigd Koninkrijk"
"Northern Trust Securities LLP";"Northern Trust Securities LLP";"";""
"Northill Capital LLP";"Northill Capital LLP";"London";"Verenigd Koninkrijk"
"Northland Capital Partners Limited";"Northland Capital Partners Limited";"LONDON EC2V 7BB";"Verenigd Koninkrijk"
"Northleaf Capital Partners (UK) Limited";"Northleaf Capital Partners (UK) Limited";"LONDON";"Verenigd Koninkrijk"
"Norvik Banka UK Limited";"Norvik Banka UK Limited";"";""
"NOTESCO FINANCIAL SERVICES LIMITED";"NOTESCO FINANCIAL SERVICES LIMITED";"LIMASSOL";"Cyprus"
"Notesco UK Limited";"Notesco UK Limited";"LONDON";"Verenigd Koninkrijk"
"Novalpina Capital LLP";"Novalpina Capital LLP";"";""
"Novia Financial Plc";"Novia Financial Plc";"";""
"Novox Capital Ltd";"Novox Capital Ltd";"Nicosia";"Cyprus"
"Novus Capital Markets Limited";"Novus Capital Markets Limited";"LONDON";"Verenigd Koninkrijk"
"NPEX B.V.";"NPEX B.V., Nederlandsche Participatie Exchange";"'s-Gravenhage";"Nederland"
"NPinvestor Fondsmæglerselskab A/S";"NPinvestor Fondsmæglerselskab A/S";"Kopenhagen";""
